step_time,reward,total_stopped,total_wait_time,avg_wait_time,avg_speed,gneJ2_stopped,gneJ2_accumulated_waiting_time,gneJ2_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
1345.0,-0.5899999999999999,14,2.32,2.32,6.428068735018361,14,232.0,0.17466501936173756,14,232.0
1350.0,-0.79,19,3.11,3.11,5.531971533832961,19,311.0,0.1395694810346986,19,311.0
1355.0,2.2199999999999998,7,0.89,0.89,6.800942898439125,7,89.0,0.3808498803408864,7,89.0
1360.0,-0.44000000000000006,11,1.33,1.33,6.466597648009856,11,133.0,0.29885154623892024,11,133.0
1365.0,-0.6599999999999999,14,1.99,1.99,5.765943529265775,14,199.0,0.17737979923653124,14,199.0
1370.0,-0.17000000000000015,13,2.16,2.16,5.5987191139977295,13,216.0,0.22224914329590448,13,216.0
1375.0,-0.48,13,2.64,2.64,5.522098495242162,13,264.0,0.17903302620108252,13,264.0
1380.0,-0.3599999999999999,13,3.0,3.0,6.05313809483833,13,300.0,0.24903045565030876,13,300.0
1385.0,-0.7200000000000002,16,3.72,3.72,6.155857998664745,16,372.0,0.21341422172903243,16,372.0
1390.0,-0.8299999999999996,18,4.55,4.55,5.088101871774454,18,455.0,0.1900749340542871,18,455.0
1395.0,-1.0499999999999998,22,5.6,5.6,4.322255850629674,22,560.0,0.15334170126993657,22,560.0
1400.0,3.1999999999999997,10,2.4,2.4,5.822571918152986,10,240.0,0.2996128112076331,10,240.0
1405.0,0.6199999999999999,14,1.78,1.78,6.548819906706102,14,178.0,0.2273666031349628,14,178.0
1410.0,-0.17999999999999994,12,1.96,1.96,6.996052906731234,12,196.0,0.31627653241546383,12,196.0
1415.0,-0.6400000000000001,19,2.6,2.6,6.6153093694564555,19,260.0,0.1858728823185644,19,260.0
1420.0,-1.12,25,3.72,3.72,5.976814321126071,25,372.0,0.14472512274303892,25,372.0
1425.0,-1.3199999999999998,28,5.04,5.04,5.0205271524866655,28,504.0,0.18310731734063057,28,504.0
1430.0,-1.5,31,6.54,6.54,3.670870472570459,31,654.0,0.09622208015209208,31,654.0
1435.0,-1.6499999999999995,35,8.19,8.19,3.421718259718877,35,819.0,0.08955002333994369,35,819.0
1440.0,-1.8200000000000003,38,10.01,10.01,3.5652389986019712,38,1001.0,0.13796177978299728,38,1001.0
1445.0,3.8199999999999994,19,6.19,6.19,4.790113471418568,19,619.0,0.204808190624207,19,619.0
1450.0,2.16,14,4.03,4.03,5.291731931767383,14,403.0,0.2175757930225069,14,403.0
1455.0,-0.17999999999999972,26,4.21,4.21,5.462331864134256,26,421.0,0.18686567359485728,26,421.0
1460.0,0.33999999999999986,25,3.87,3.87,5.359885555916376,25,387.0,0.13760660097797983,25,387.0
1465.0,-0.5999999999999996,23,4.47,4.47,5.7132295637034005,23,447.0,0.15742243905805664,23,447.0
1470.0,-0.6000000000000005,27,5.07,5.07,5.723615319767857,27,507.0,0.16135321802134026,27,507.0
1475.0,-1.2699999999999996,28,6.34,6.34,5.150323089024894,28,634.0,0.18508003841415874,28,634.0
1480.0,-1.4800000000000004,33,7.82,7.82,4.751772425617255,33,782.0,0.09932034386159036,33,782.0
1485.0,-1.7199999999999989,37,9.54,9.54,3.8869911544535927,37,954.0,0.11606705874016048,37,954.0
1490.0,3.5199999999999996,14,6.02,6.02,5.198047219380563,14,602.0,0.20164948982879854,14,602.0
1495.0,1.92,12,4.1,4.1,5.918149321137225,12,410.0,0.22451911619507656,12,410.0
1500.0,0.4199999999999995,21,3.68,3.68,5.543946016838094,21,368.0,0.22669815729457124,21,368.0
1505.0,0.56,18,3.12,3.12,6.458059327003895,18,312.0,0.22030454755424078,18,312.0
1510.0,-0.21999999999999975,21,3.34,3.34,6.230662767153623,21,334.0,0.23031290674503352,21,334.0
1515.0,-1.1100000000000003,23,4.45,4.45,6.317072966553884,23,445.0,0.20110903784302683,23,445.0
1520.0,-1.3199999999999994,28,5.77,5.77,5.557161382354708,28,577.0,0.21880437782834772,28,577.0
1525.0,-1.5100000000000007,32,7.28,7.28,3.8875422511714866,32,728.0,0.12085152125374897,32,728.0
1530.0,-1.8099999999999996,40,9.09,9.09,3.5983279433449433,40,909.0,0.10492881406409882,40,909.0
1535.0,3.08,25,6.01,6.01,4.297353985586631,25,601.0,0.12922998521863116,25,601.0
1540.0,1.3899999999999997,16,4.62,4.62,5.762391705254692,16,462.0,0.23564345027956776,16,462.0
1545.0,0.8300000000000001,18,3.79,3.79,5.32860469317171,18,379.0,0.20205970717475452,18,379.0
1550.0,-0.020000000000000018,19,3.81,3.81,5.153152004677315,19,381.0,0.1433184007834416,19,381.0
1555.0,-0.98,22,4.79,4.79,5.2066947580395615,22,479.0,0.15931112433524813,22,479.0
1560.0,-0.8899999999999997,25,5.68,5.68,4.698239028854674,25,568.0,0.08355399163894954,25,568.0
1565.0,-0.9400000000000004,26,6.62,6.62,3.874366551802766,26,662.0,0.12461649360181544,26,662.0
1570.0,-1.04,25,7.66,7.66,5.243776217523428,25,766.0,0.16762299959613752,25,766.0
1575.0,-1.1799999999999997,29,8.84,8.84,4.666782101759196,29,884.0,0.16355686351329723,29,884.0
1580.0,3.6399999999999997,13,5.2,5.2,4.9172535019754555,13,520.0,0.16544776667771685,13,520.0
1585.0,1.46,15,3.74,3.74,4.6472976607308665,15,374.0,0.17487763255113706,15,374.0
1590.0,-0.3700000000000001,22,4.11,4.11,4.770931583020158,22,411.0,0.15638413261740625,22,411.0
1595.0,-0.96,23,5.07,5.07,5.227093481288784,23,507.0,0.14508641827588134,23,507.0
1600.0,0.2400000000000002,17,4.83,4.83,5.635606119836484,17,483.0,0.21893707571681129,17,483.0
1605.0,-0.33999999999999986,19,5.17,5.17,4.745266804636328,19,517.0,0.09637243703382377,19,517.0
1610.0,-0.21999999999999975,18,5.39,5.39,5.422058889449205,18,539.0,0.18708185354363327,18,539.0
1615.0,-0.3600000000000003,20,5.75,5.75,5.400152253514868,20,575.0,0.16884258649813433,20,575.0
1620.0,-0.6699999999999999,25,6.42,6.42,5.013789146036575,25,642.0,0.1740725358631422,25,642.0
1625.0,3.57,9,2.85,2.85,5.650529278379049,9,285.0,0.2892430557400415,9,285.0
1630.0,0.7600000000000002,14,2.09,2.09,6.633600788149815,14,209.0,0.30988512092430726,14,209.0
1635.0,-0.41999999999999993,18,2.51,2.51,5.850778921067997,18,251.0,0.11925585495141687,18,251.0
1640.0,-0.8500000000000001,21,3.36,3.36,6.758070970549716,21,336.0,0.2485630077884087,21,336.0
1645.0,-0.8000000000000003,17,4.16,4.16,6.592352967134734,17,416.0,0.2617486534725939,17,416.0
1650.0,-1.0099999999999998,22,5.17,5.17,5.158432943401247,22,517.0,0.20800989841108655,22,517.0
1655.0,-1.4000000000000004,30,6.57,6.57,4.332676967361624,30,657.0,0.12824022579519515,30,657.0
1660.0,-1.1999999999999993,31,7.77,7.77,3.7842887535791645,31,777.0,0.12163431357986332,31,777.0
1665.0,-1.7599999999999998,38,9.53,9.53,2.626560658201574,38,953.0,0.00942618734748625,38,953.0
1670.0,3.919999999999999,14,5.61,5.61,4.8542015309368995,14,561.0,0.204177624261468,14,561.0
1675.0,1.0,10,4.61,4.61,6.526210870854494,10,461.0,0.3006606418879968,10,461.0
1680.0,1.0400000000000005,15,3.57,3.57,6.965118984945669,15,357.0,0.2003656914874128,15,357.0
1685.0,0.11999999999999966,14,3.45,3.45,7.399010804933688,14,345.0,0.25617276660874105,14,345.0
1690.0,0.40000000000000036,13,3.05,3.05,7.782638112905312,13,305.0,0.23557481205628725,13,305.0
1695.0,-0.0900000000000003,15,3.14,3.14,6.664504891877622,15,314.0,0.2592758214133401,15,314.0
1700.0,-0.6000000000000001,19,3.74,3.74,5.216435258742716,19,374.0,0.20791448233140578,19,374.0
1705.0,-1.0899999999999999,24,4.83,4.83,4.561714158990559,24,483.0,0.11420295094239646,24,483.0
1710.0,-1.3899999999999997,29,6.22,6.22,3.4311040315457357,29,622.0,0.12755309232309134,29,622.0
1715.0,2.16,15,4.06,4.06,4.036117242048555,15,406.0,0.16046069128859064,15,406.0
1720.0,0.21999999999999975,14,3.84,3.84,5.289129249226314,14,384.0,0.1509830464134182,14,384.0
1725.0,-0.29000000000000004,17,4.13,4.13,6.551549257440453,17,413.0,0.2635304949307086,17,413.0
1730.0,-0.4800000000000004,20,4.61,4.61,5.657191034347858,20,461.0,0.18071352406501154,20,461.0
1735.0,0.05000000000000071,22,4.56,4.56,5.421847026310779,22,456.0,0.13418104882172766,22,456.0
1740.0,-0.23000000000000043,25,4.79,4.79,5.344483312647431,25,479.0,0.1349211675369706,25,479.0
1745.0,-0.5300000000000002,26,5.32,5.32,4.637134958983992,26,532.0,0.11483658580703657,26,532.0
1750.0,-1.0199999999999996,27,6.34,6.34,4.717449048706059,27,634.0,0.1900108868436937,27,634.0
1755.0,-0.9900000000000002,34,7.33,7.33,2.681315937401974,34,733.0,0.10025564083797342,34,733.0
1760.0,2.4400000000000004,20,4.89,4.89,3.4545091041721427,20,489.0,0.12313450488185629,20,489.0
1765.0,0.4399999999999995,20,4.45,4.45,5.187947637865008,20,445.0,0.2058803033715875,20,445.0
1770.0,-0.16999999999999993,24,4.62,4.62,4.995432500835624,24,462.0,0.19639282388365317,24,462.0
1775.0,-0.9500000000000002,28,5.57,5.57,5.038449116044983,28,557.0,0.18621832847460515,28,557.0
1780.0,-1.2799999999999994,30,6.85,6.85,4.912229278339542,30,685.0,0.14133093908166455,30,685.0
1785.0,-1.4700000000000006,32,8.32,8.32,4.673837600525507,32,832.0,0.14807254381812818,32,832.0
1790.0,-1.7400000000000002,37,10.06,10.06,4.354817243125587,37,1006.0,0.16096402115054428,37,1006.0
1795.0,-1.0299999999999994,40,11.09,11.09,4.285415766929671,40,1109.0,0.10971140914582785,40,1109.0
1800.0,-1.9800000000000004,42,13.07,13.07,3.487730147195083,42,1307.0,0.07698867613044331,42,1307.0
1805.0,3.7300000000000004,23,9.34,9.34,4.103719723362804,23,934.0,0.19508795521565156,23,934.0
1810.0,1.7699999999999996,16,7.57,7.57,4.89130213524822,16,757.0,0.186938871047692,16,757.0
1815.0,0.4900000000000002,23,7.08,7.08,5.601682858555497,23,708.0,0.1917046111556859,23,708.0
1820.0,-1.0199999999999996,29,8.1,8.1,5.754257789551913,29,810.0,0.1665511942067922,29,810.0
1825.0,-0.33000000000000007,23,8.43,8.43,5.493609941937464,23,843.0,0.2132507169780664,23,843.0
1830.0,-0.9500000000000011,30,9.38,9.38,4.886928921418804,30,938.0,0.19718952573556403,30,938.0
1835.0,-1.67,36,11.05,11.05,4.420672551739936,36,1105.0,0.17009924744443436,36,1105.0
1840.0,-1.6399999999999988,38,12.69,12.69,3.7941637886220705,38,1269.0,0.08645338587944111,38,1269.0
1845.0,-1.0600000000000005,42,13.75,13.75,3.3658738666184718,42,1375.0,0.06193439893949994,42,1375.0
1850.0,3.3100000000000005,25,10.44,10.44,3.287638476698398,25,1044.0,0.07908321595930791,25,1044.0
1855.0,0.6399999999999988,24,9.8,9.8,5.337439311161928,24,980.0,0.17256464750853018,24,980.0
1860.0,-0.2699999999999996,29,10.07,10.07,6.1248994066766445,29,1007.0,0.22606603411964155,29,1007.0
1865.0,-1.379999999999999,31,11.45,11.45,5.97080678404355,31,1145.0,0.16377636995311634,31,1145.0
1870.0,-0.8399999999999999,30,12.29,12.29,5.044150280472299,30,1229.0,0.09249518618967077,30,1229.0
1875.0,-0.6800000000000015,34,12.97,12.97,4.167550877133078,34,1297.0,0.15483390864431174,34,1297.0
1880.0,-1.2400000000000002,37,14.21,14.21,3.297678483520578,37,1421.0,0.08629844308551628,37,1421.0
1885.0,-1.5299999999999994,40,15.74,15.74,3.184169492758821,40,1574.0,0.07168967585551238,40,1574.0
1890.0,-2.049999999999999,42,17.79,17.79,3.1537556893704393,42,1779.0,0.08212973793700803,42,1779.0
1895.0,5.229999999999999,25,12.56,12.56,3.3369018021314947,25,1256.0,0.10419888983692459,25,1256.0
1900.0,2.5700000000000003,17,9.99,9.99,5.342071451614968,17,999.0,0.2075410874226001,17,999.0
1905.0,0.6600000000000001,19,9.33,9.33,5.084505873474625,19,933.0,0.15051429269557348,19,933.0
1910.0,-0.7300000000000004,27,10.06,10.06,4.9410435632423955,27,1006.0,0.09499288733689726,27,1006.0
1915.0,-0.40000000000000036,24,10.46,10.46,4.6143483212136465,24,1046.0,0.14239756663147812,24,1046.0
1920.0,0.28000000000000114,29,10.18,10.18,4.3699155396453095,29,1018.0,0.13985573436366436,29,1018.0
1925.0,-0.6899999999999995,29,10.87,10.87,3.5091156693519294,29,1087.0,0.11931314805190958,29,1087.0
1930.0,0.17999999999999972,30,10.69,10.69,3.4177175239640425,30,1069.0,0.11762458722722648,30,1069.0
1935.0,-0.33999999999999986,32,11.03,11.03,3.2171604853480757,32,1103.0,0.12836535490335685,32,1103.0
1940.0,3.1999999999999993,18,7.83,7.83,4.125760056949926,18,783.0,0.12881339735614422,18,783.0
1945.0,0.4500000000000002,25,7.38,7.38,4.535197886609456,25,738.0,0.1216613621023083,25,738.0
1950.0,-0.5300000000000002,28,7.91,7.91,4.120995123830687,28,791.0,0.06148029315955673,28,791.0
1955.0,-0.75,27,8.66,8.66,4.131740852853274,27,866.0,0.07068176180426139,27,866.0
1960.0,-1.3699999999999992,28,10.03,10.03,5.20285567089892,28,1003.0,0.09795088639272083,28,1003.0
1965.0,-1.450000000000001,31,11.48,11.48,5.381108528962625,31,1148.0,0.14940002511790795,31,1148.0
1970.0,-1.629999999999999,37,13.11,13.11,3.5322555251574657,37,1311.0,0.09031982009369793,37,1311.0
1975.0,-1.9100000000000001,39,15.02,15.02,2.51420303174753,39,1502.0,0.08430108085424264,39,1502.0
1980.0,-2.039999999999999,43,17.06,17.06,1.849810608979858,43,1706.0,0.09316554202240375,43,1706.0
1985.0,4.6899999999999995,20,12.37,12.37,3.180984680026662,20,1237.0,0.09186832677562548,20,1237.0
1990.0,1.8699999999999992,11,10.5,10.5,5.7092408533183825,11,1050.0,0.2555694057402461,11,1050.0
1995.0,1.0500000000000007,17,9.45,9.45,6.213107598558665,17,945.0,0.2392774297905614,17,945.0
2000.0,-0.46000000000000085,26,9.91,9.91,5.6551434630766515,26,991.0,0.24329183207080993,26,991.0
2005.0,-0.009999999999999787,23,9.92,9.92,5.181647136263977,23,992.0,0.2018782093588082,23,992.0
2010.0,-1.1899999999999995,26,11.11,11.11,5.116244552417642,26,1111.0,0.1558722827086533,26,1111.0
2015.0,-1.370000000000001,29,12.48,12.48,4.879772443519444,29,1248.0,0.158343773499134,29,1248.0
2020.0,0.16000000000000014,24,12.32,12.32,4.015961957732782,24,1232.0,0.11212813745631474,24,1232.0
2025.0,0.08000000000000007,23,12.24,12.24,4.803606512153257,23,1224.0,0.20880765911753515,23,1224.0
2030.0,2.8499999999999996,15,9.39,9.39,5.0240319856592714,15,939.0,0.18246688719083512,15,939.0
2035.0,0.030000000000001137,24,9.36,9.36,4.989293728361635,24,936.0,0.18909047671985957,24,936.0
2040.0,-1.3200000000000003,30,10.68,10.68,4.761791335314141,30,1068.0,0.17198967342281837,30,1068.0
2045.0,-1.6600000000000001,36,12.34,12.34,3.9983149659324018,36,1234.0,0.10680419965274598,36,1234.0
2050.0,-1.9700000000000006,41,14.31,14.31,3.904529260656802,41,1431.0,0.06831283378273428,41,1431.0
2055.0,-2.179999999999998,45,16.49,16.49,2.8384132885817865,45,1649.0,0.0731930388903336,45,1649.0
2060.0,-2.3500000000000014,47,18.84,18.84,2.1351626377006285,47,1884.0,0.023907262367281672,47,1884.0
2065.0,-2.4200000000000017,49,21.26,21.26,2.311312621668,49,2126.0,0.05247514951994271,49,2126.0
2070.0,-2.5299999999999976,52,23.79,23.79,1.827557794761067,52,2379.0,0.0807087325588311,52,2379.0
2075.0,7.23,31,16.56,16.56,2.6190036688753784,31,1656.0,0.08948688412333988,31,1656.0
2080.0,2.9499999999999993,16,13.61,13.61,4.699145039636408,16,1361.0,0.16328965057282205,16,1361.0
2085.0,4.049999999999999,17,9.56,9.56,6.182354545839857,17,956.0,0.24694199850439905,17,956.0
2090.0,1.5600000000000005,21,8.0,8.0,6.01124942877157,21,800.0,0.22449154780223962,21,800.0
2095.0,0.9500000000000002,23,7.05,7.05,6.153368680600982,23,705.0,0.21632314878897327,23,705.0
2100.0,0.96,24,6.09,6.09,6.343838463050299,24,609.0,0.20223352656086366,24,609.0
2105.0,0.8399999999999999,25,5.25,5.25,5.855883530973185,25,525.0,0.20353043461419643,25,525.0
2110.0,-1.0099999999999998,31,6.26,6.26,4.828953717047776,31,626.0,0.13513922667450973,31,626.0
2115.0,-1.2200000000000006,37,7.48,7.48,4.380005160010952,37,748.0,0.12499472633684197,37,748.0
2120.0,3.0200000000000005,20,4.46,4.46,4.3131507221033525,20,446.0,0.18421570507512616,20,446.0
2125.0,0.3799999999999999,27,4.08,4.08,4.819535900207242,27,408.0,0.18904136809162544,27,408.0
2130.0,-1.0499999999999998,33,5.13,5.13,5.033542937830059,33,513.0,0.13500994951023457,33,513.0
2135.0,-0.9100000000000001,32,6.04,6.04,5.393183766794121,32,604.0,0.15229167029292262,32,604.0
2140.0,-1.25,34,7.29,7.29,4.391135414746931,34,729.0,0.12459489966100375,34,729.0
2145.0,-1.79,39,9.08,9.08,3.698158173600166,39,908.0,0.11379512323925242,39,908.0
2150.0,-1.9900000000000002,42,11.07,11.07,3.423355527898285,42,1107.0,0.0612353065286304,42,1107.0
2155.0,-2.039999999999999,43,13.11,13.11,3.1834661797099346,43,1311.0,0.048594066960893335,43,1311.0
2160.0,-2.200000000000001,45,15.31,15.31,2.407043798385112,45,1531.0,0.09772361797947743,45,1531.0
2165.0,3.4000000000000004,25,11.91,11.91,3.298953981577321,25,1191.0,0.14489201889879277,25,1191.0
2170.0,1.5199999999999996,20,10.39,10.39,4.51869714230829,20,1039.0,0.1253298745502991,20,1039.0
2175.0,1.1400000000000006,28,9.25,9.25,5.644956343476875,28,925.0,0.21617924794690882,28,925.0
2180.0,-0.15000000000000036,30,9.4,9.4,5.098531189408222,30,940.0,0.218212292390993,30,940.0
2185.0,-0.02999999999999936,31,9.43,9.43,5.295147504748813,31,943.0,0.15066091386535008,31,943.0
2190.0,0.4800000000000004,32,8.95,8.95,4.764308384140768,32,895.0,0.13717048972169285,32,895.0
2195.0,-0.9000000000000004,32,9.85,9.85,4.234433476222616,32,985.0,0.11690700849569464,32,985.0
2200.0,-1.7599999999999998,39,11.61,11.61,3.550573719517696,39,1161.0,0.08612019708719805,39,1161.0
2205.0,-0.620000000000001,44,12.23,12.23,3.0879001138678714,44,1223.0,0.049567151746035945,44,1223.0
2210.0,2.9400000000000013,17,9.29,9.29,4.029302823942832,17,929.0,0.16650084275792693,17,929.0
2215.0,1.339999999999999,17,7.95,7.95,4.085563867359607,17,795.0,0.13842404069474276,17,795.0
2220.0,-0.27000000000000046,28,8.22,8.22,4.640745260851333,28,822.0,0.11645714793793953,28,822.0
2225.0,-1.1399999999999988,34,9.36,9.36,4.671629980179588,34,936.0,0.09655838005997737,34,936.0
2230.0,-0.9000000000000004,34,10.26,10.26,5.686647588469738,34,1026.0,0.16710938698175623,34,1026.0
2235.0,-1.1400000000000006,32,11.4,11.4,5.69234591574421,32,1140.0,0.19236240241638705,32,1140.0
2240.0,-1.7199999999999989,38,13.12,13.12,4.757583470222509,38,1312.0,0.08501612594221791,38,1312.0
2245.0,-1.0700000000000003,38,14.19,14.19,3.70670188519338,38,1419.0,0.09323014576509416,38,1419.0
2250.0,-2.0600000000000005,44,16.25,16.25,3.2558504805728004,44,1625.0,0.05730332912608734,44,1625.0
2255.0,3.3200000000000003,27,12.93,12.93,3.9363935986855,27,1293.0,0.14599494840573246,27,1293.0
2260.0,0.5800000000000001,16,12.35,12.35,5.337874578889859,16,1235.0,0.2481806264052071,16,1235.0
2265.0,0.7699999999999996,24,11.58,11.58,4.988302241322092,24,1158.0,0.13643163075350748,24,1158.0
2270.0,-0.7400000000000002,33,12.32,12.32,5.097423667893768,33,1232.0,0.13247789603576576,33,1232.0
2275.0,2.450000000000001,29,9.87,9.87,4.884720635802662,29,987.0,0.18643400562635062,29,987.0
2280.0,-1.1500000000000004,31,11.02,11.02,4.375181554136261,31,1102.0,0.15440894256269053,31,1102.0
2285.0,0.02999999999999936,34,10.99,10.99,3.4719294612116816,34,1099.0,0.10841875836953468,34,1099.0
2290.0,-1.2799999999999994,39,12.27,12.27,3.425509636736564,39,1227.0,0.09952544916388759,39,1227.0
2295.0,-1.790000000000001,41,14.06,14.06,3.071830694355496,41,1406.0,0.08640191987991014,41,1406.0
2300.0,4.35,18,9.71,9.71,3.4403427180629493,18,971.0,0.15043997455430994,18,971.0
2305.0,1.120000000000001,19,8.59,8.59,4.346821608331265,19,859.0,0.15885680475197908,19,859.0
2310.0,0.11999999999999922,31,8.47,8.47,4.330965009341073,31,847.0,0.13007465146583025,31,847.0
2315.0,-0.8599999999999994,34,9.33,9.33,4.470569968391719,34,933.0,0.1391309895263144,34,933.0
2320.0,-1.2200000000000006,35,10.55,10.55,4.163432734972979,35,1055.0,0.09976696875013624,35,1055.0
2325.0,-1.8199999999999985,39,12.37,12.37,4.157734520109017,39,1237.0,0.07719890403710682,39,1237.0
2330.0,-2.030000000000001,40,14.4,14.4,3.036217564036565,40,1440.0,0.07425729923671885,40,1440.0
2335.0,-1.4800000000000004,45,15.88,15.88,3.228396339870578,45,1588.0,0.10167271663545545,45,1588.0
2340.0,-2.209999999999999,49,18.09,18.09,2.823486204427216,49,1809.0,0.04997508939376483,49,1809.0
2345.0,4.24,30,13.85,13.85,3.4002053427102696,30,1385.0,0.1362062626546441,30,1385.0
2350.0,1.7799999999999994,20,12.07,12.07,4.737833060534641,20,1207.0,0.1936159758637416,20,1207.0
2355.0,0.7900000000000009,24,11.28,11.28,5.314784418228927,24,1128.0,0.20140453129704194,24,1128.0
2360.0,0.5,30,10.78,10.78,4.928593785737598,30,1078.0,0.17030708084742427,30,1078.0
2365.0,1.5899999999999999,29,9.19,9.19,4.283194106992934,29,919.0,0.14514835961699615,29,919.0
2370.0,-1.450000000000001,30,10.64,10.64,4.530478836844033,30,1064.0,0.15059046019927208,30,1064.0
2375.0,-1.5899999999999999,32,12.23,12.23,4.798595743802911,32,1223.0,0.1606161004121289,32,1223.0
2380.0,-1.5899999999999999,40,13.82,13.82,3.621715082737911,40,1382.0,0.09777340397224052,40,1382.0
2385.0,-0.16999999999999993,43,13.99,13.99,2.748426158210187,43,1399.0,0.0751216737910858,43,1399.0
2390.0,3.41,20,10.58,10.58,4.1680613969705425,20,1058.0,0.1533227983576932,20,1058.0
2395.0,1.17,23,9.41,9.41,4.679652916579869,23,941.0,0.11962991581533608,23,941.0
2400.0,-0.7599999999999998,33,10.17,10.17,4.663359272169932,33,1017.0,0.15343803766535338,33,1017.0
2405.0,-0.040000000000000924,30,10.21,10.21,4.20323459647568,30,1021.0,0.18194869474484454,30,1021.0
2410.0,-1.42,37,11.63,11.63,3.8244909427474902,37,1163.0,0.134594685626634,37,1163.0
2415.0,-1.6899999999999995,41,13.32,13.32,3.4206345466765096,41,1332.0,0.05678733921414302,41,1332.0
2420.0,-1.6899999999999995,41,15.01,15.01,3.4288891909606822,41,1501.0,0.06906530897763495,41,1501.0
2425.0,-1.5099999999999998,44,16.52,16.52,3.207121703780496,44,1652.0,0.039988592177604095,44,1652.0
2430.0,-2.0199999999999996,46,18.54,18.54,3.07744933774345,46,1854.0,0.027916908186818915,46,1854.0
2435.0,5.26,22,13.28,13.28,4.312660620305957,22,1328.0,0.1404496562204072,22,1328.0
2440.0,2.08,8,11.2,11.2,5.131280363405107,8,1120.0,0.12645166608992836,8,1120.0
2445.0,1.3899999999999988,14,9.81,9.81,5.564869128615432,14,981.0,0.14137870824879112,14,981.0
2450.0,3.6000000000000005,9,6.21,6.21,6.408369416993738,9,621.0,0.21898577643069014,9,621.0
2455.0,0.71,6,5.5,5.5,6.7094137634129885,6,550.0,0.33308471654436084,6,550.0
2460.0,1.0700000000000003,9,4.43,4.43,6.168765338709593,9,443.0,0.2017752743843248,9,443.0
2465.0,1.2499999999999996,11,3.18,3.18,5.556930986330613,11,318.0,0.12085276786721894,11,318.0
2470.0,0.45999999999999996,10,2.72,2.72,6.513125740550856,10,272.0,0.22677434670715468,10,272.0
2475.0,-0.1499999999999999,11,2.87,2.87,5.422345998165991,11,287.0,0.13566279656157215,11,287.0
2480.0,2.0,3,0.87,0.87,7.547041328227236,3,87.0,0.32660136696199876,3,87.0
2485.0,0.24,7,0.63,0.63,8.490615988446207,7,63.0,0.27776929914324966,7,63.0
2490.0,-0.38,9,1.01,1.01,7.287283946865706,9,101.0,0.23324072930850212,9,101.0
2495.0,-0.3799999999999999,8,1.39,1.39,7.223386831581234,8,139.0,0.2583583494327545,8,139.0
2500.0,-0.41000000000000014,9,1.8,1.8,6.5289287817285055,9,180.0,0.2585585306250848,9,180.0
2505.0,-0.4999999999999998,11,2.3,2.3,5.797669536343387,11,230.0,0.1801496566691197,11,230.0
2510.0,-0.6400000000000001,15,2.94,2.94,4.319772358907444,15,294.0,0.14397508117482252,15,294.0
2515.0,-0.7600000000000002,17,3.7,3.7,2.5687680094216776,17,370.0,0.016753443179978494,17,370.0
2520.0,-0.8199999999999994,17,4.52,4.52,3.5809681548801984,17,452.0,0.19803035110802644,17,452.0
2525.0,2.63,3,1.89,1.89,5.562985715403966,3,189.0,0.29621818329986255,3,189.0
2530.0,0.5899999999999999,8,1.3,1.3,7.1654737836453,8,130.0,0.2709988213223465,8,130.0
2535.0,0.62,8,0.68,0.68,8.45706679512992,8,68.0,0.32623323612321403,8,68.0
2540.0,-0.37,8,1.05,1.05,7.297166208347496,8,105.0,0.18670360387215995,8,105.0
2545.0,-0.47,11,1.52,1.52,7.29922097871684,11,152.0,0.2828758935692038,11,152.0
2550.0,-0.6200000000000001,14,2.14,2.14,6.158535619849659,14,214.0,0.10105234589625459,14,214.0
2555.0,-0.7599999999999998,16,2.9,2.9,4.89857518566197,16,290.0,0.14846911309540817,16,290.0
2560.0,-0.8200000000000003,17,3.72,3.72,4.455733962786471,17,372.0,0.21648793960791263,17,372.0
2565.0,-0.9599999999999995,20,4.68,4.68,4.068882565354289,20,468.0,0.14603152780167028,20,468.0
2570.0,2.65,6,2.03,2.03,5.622842837689037,6,203.0,0.27675628519518786,6,203.0
2575.0,1.0999999999999996,3,0.93,0.93,8.13843630195485,3,93.0,0.39338271896403776,3,93.0
2580.0,0.3500000000000001,6,0.58,0.58,8.708025411216855,6,58.0,0.37233763669657005,6,58.0
2585.0,-0.10000000000000009,8,0.68,0.68,8.03679497993838,8,68.0,0.09954164728896468,8,68.0
2590.0,-0.1499999999999999,6,0.83,0.83,9.05924224743677,6,83.0,0.32906193942197304,6,83.0
2595.0,-0.29999999999999993,6,1.13,1.13,7.866645984892124,6,113.0,0.25314851177079695,6,113.0
2600.0,-0.43000000000000016,9,1.56,1.56,7.0404861605381575,9,156.0,0.1219705004843417,9,156.0
2605.0,-0.48999999999999977,11,2.05,2.05,5.221697138611674,11,205.0,0.13542438978868018,11,205.0
2610.0,-0.6100000000000003,13,2.66,2.66,4.617005087291057,13,266.0,0.06854301628685412,13,266.0
2615.0,2.1,2,0.56,0.56,7.740117424372789,2,56.0,0.5012822145221946,2,56.0
2620.0,-0.12,4,0.68,0.68,7.206395092018837,4,68.0,0.28039181986732065,4,68.0
2625.0,0.09000000000000008,6,0.59,0.59,7.988105697406229,6,59.0,0.3247460236405279,6,59.0
2630.0,-0.25,8,0.84,0.84,6.069582846511222,8,84.0,0.23694316315851413,8,84.0
2635.0,-0.38,9,1.22,1.22,6.681830065095816,9,122.0,0.16405855789971094,9,122.0
