step_time,total_stopped,total_wait_time,avg_wait_time,avg_speed,49228579_stopped,49228579_accumulated_waiting_time,49228579_average_speed,cluster_2511020102_2511020103_290051922_298135886_stopped,cluster_2511020102_2511020103_290051922_298135886_accumulated_waiting_time,cluster_2511020102_2511020103_290051922_298135886_average_speed,cluster_2511020106_49297289_stopped,cluster_2511020106_49297289_accumulated_waiting_time,cluster_2511020106_49297289_average_speed,cluster_290051904_49145925_stopped,cluster_290051904_49145925_accumulated_waiting_time,cluster_290051904_49145925_average_speed,cluster_290051912_298136030_648538909_stopped,cluster_290051912_298136030_648538909_accumulated_waiting_time,cluster_290051912_298136030_648538909_average_speed,cluster_298135838_49135231_stopped,cluster_298135838_49135231_accumulated_waiting_time,cluster_298135838_49135231_average_speed,cluster_648538736_648538737_stopped,cluster_648538736_648538737_accumulated_waiting_time,cluster_648538736_648538737_average_speed,cluster_648538756_648538758_stopped,cluster_648538756_648538758_accumulated_waiting_time,cluster_648538756_648538758_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
300.0,109,38.42,4.8025,4.832299324738636,3,109.0,0.10162416128735448,22,634.0,0.07129359935304819,22,886.0,0.04477064574438825,10,177.0,0.03258015612047641,2,34.0,0.04039278733831316,41,1581.0,1.1655644885383822e-07,9,421.0,0.08050802645878609,0,0.0,1.0,109,3842.0
305.0,108,39.84,4.98,4.695137350458965,1,69.0,0.3065191464331564,26,758.0,0.025597398929338485,15,712.0,0.16231286929344926,13,146.0,0.029184045788486032,2,44.0,0.0,41,1786.0,0.008062567251992489,10,469.0,0.14723767035902052,0,0.0,1.0,108,3984.0
310.0,106,42.06999999999999,5.25875,4.566149955310412,1,34.0,0.23179446610348717,28,895.0,0.01064042069531158,11,508.0,0.17207988976492583,13,209.0,0.005321261242873374,2,54.0,0.0,41,1991.0,0.0,10,516.0,0.12252096391223814,0,0.0,1.0,106,4207.0
315.0,107,45.37,5.671250000000001,4.6361543354872525,2,44.0,0.18400938020137012,30,1042.0,0.02082292788112359,12,463.0,0.22088627953256815,10,193.0,0.05082124574336107,2,64.0,0.0,41,2196.0,0.0,10,535.0,0.07639869529959323,0,0.0,1.0,107,4537.0
320.0,101,48.080000000000005,6.01,4.78355276398189,2,46.0,0.05180798006673334,31,1196.0,0.04216692660872148,12,407.0,0.24493616401930177,3,166.0,0.05590382644642364,2,74.0,0.23143452675575424,41,2401.0,0.0,10,518.0,0.060016185101321416,0,0.0,1.0,101,4808.0
325.0,104,52.07,6.50875,5.016249163210729,2,52.0,0.16861582551448004,33,1357.0,0.009414605740482468,13,469.0,0.19741488728057843,3,143.0,0.10335312936844923,2,84.0,0.04493976542602628,41,2606.0,0.0,10,496.0,0.11348851847676085,0,0.0,1.0,104,5207.0
330.0,77,47.81,5.976249999999999,5.408208597800116,2,62.0,0.27344887677935,11,1144.0,0.04557934083380815,14,539.0,0.22099388373811554,3,96.0,0.07999123763397828,2,94.0,0.08003254450226761,35,2313.0,0.0,10,529.0,0.119963517585918,0,4.0,0.9466651743871604,77,4781.0
335.0,50,42.77,5.3462499999999995,6.1124937095812415,2,72.0,0.15271893965145242,5,801.0,0.07508005755845434,13,596.0,0.22051913344576832,1,54.0,0.11723832029340696,2,104.0,0.046542369612952224,16,2090.0,0.023656725546297188,11,556.0,0.1123097823648956,0,4.0,0.8584829965482503,50,4277.0
340.0,41,38.96,4.87,6.903828300536833,2,82.0,0.11535879907591348,3,613.0,0.11806881752129984,13,661.0,0.1511846978065598,1,21.0,0.1283335325086823,2,126.0,0.32302281973203034,6,1770.0,0.08891176654644295,14,619.0,0.0893031591070608,0,4.0,0.6727179633417281,41,3896.0
345.0,37,36.56,4.57,7.817751595114876,2,93.0,0.16372380534316208,3,523.0,0.12893637104613387,14,728.0,0.14435320645891242,1,22.0,0.12671997259906484,2,128.0,0.33949084328402346,0,1466.0,0.12305715792978658,15,692.0,0.08817075234505407,0,4.0,0.325842792700544,37,3656.0
350.0,44,31.58,3.9475,8.669858146011828,4,111.0,0.03718381718283818,5,398.0,0.1215406643103693,15,803.0,0.021999254136592948,3,36.0,0.1388928201249084,2,138.0,0.3047781738475829,1,1015.0,0.17053401778833396,14,652.0,0.0461574026691314,0,5.0,0.06473762231920704,44,3158.0
355.0,36,24.73,3.09125,9.048861784952676,5,134.0,0.16570808573585652,5,217.0,0.1458194446799241,8,598.0,0.10261675757428676,3,59.0,0.3549063815976672,0,4.0,0.2506220665323602,2,846.0,0.21505286036723545,11,603.0,0.06600681510356954,2,12.0,0.021561553814451767,36,2473.0
360.0,40,22.91,2.86375,9.393480607941761,6,161.0,0.03686761760492958,6,156.0,0.11167802810416687,9,506.0,0.09838925845699396,3,66.0,0.35368288384859337,0,0.0,0.28007899492793425,2,735.0,0.2230363741892169,11,640.0,0.044465066278185146,3,27.0,0.0,40,2291.0
365.0,35,20.52,2.565,9.729754939483625,3,55.0,0.10974816385486155,6,186.0,0.018716614942936055,9,495.0,0.07587339272495433,3,81.0,0.335579286783573,0,0.0,0.3482812848429642,3,651.0,0.24779239359608377,11,584.0,0.1278928026537985,0,0.0,1.0,35,2052.0
370.0,38,20.45,2.55625,9.68125544666805,4,58.0,0.12809182092730387,6,216.0,0.07713877393668708,10,543.0,0.0856144932635673,3,96.0,0.3336614236405643,0,2.0,0.41403204610697614,3,628.0,0.2681516520341886,12,502.0,0.11816878785790232,0,0.0,1.0,38,2045.0
